carat,cut,color,clarity,depth,table,price,volume
0.72,premium,e,vs2,60.9,60.0,2822,117.59616
0.72,premium,e,vs2,62.4,59.0,2822,117.742615
0.7,premium,e,vs2,60.2,60.0,2822,112.353836
0.6,ideal,f,vvs2,62.0,55.0,2822,96.85332
0.74,ideal,i,vvs1,60.8,57.0,2822,123.00969
0.73,ideal,f,si1,62.1,55.0,2822,118.9813
0.71,premium,d,si1,62.7,60.0,2822,115.58125
0.71,premium,d,si1,61.3,58.0,2822,115.9752
0.7,premium,d,si1,60.2,60.0,2822,116.4582
0.7,ideal,d,si1,60.7,56.0,2822,114.4572
0.9,good,j,vs2,64.0,61.0,2822,140.58583
0.71,ideal,d,si1,60.2,56.0,2822,120.25658
0.7,premium,e,vs2,61.5,59.0,2822,114.237854
0.7,premium,e,vs2,62.6,56.0,2822,115.054214
0.7,ideal,d,si1,59.7,58.0,2822,116.19165
0.7,good,e,si1,61.4,64.0,2822,112.791916
0.7,ideal,d,si1,62.5,57.0,2822,110.269455
0.7,ideal,d,si1,61.8,56.0,2822,113.23225
0.7,premium,e,vs2,60.7,62.0,2822,112.41401
0.7,premium,f,vs2,60.6,58.0,2822,115.78423
0.7,ideal,d,si1,61.4,54.0,2822,115.570404
0.79,very good,d,si2,62.8,59.0,2823,127.578064
0.9,good,i,si1,63.8,57.0,2823,144.50494
0.71,premium,e,vs2,62.3,58.0,2823,114.407845
0.61,ideal,e,vvs2,61.3,54.0,2823,104.72307
0.9,fair,h,si2,65.8,54.0,2823,143.26884
0.71,ideal,e,si1,60.5,56.0,2823,114.72549
0.71,premium,d,vs2,61.2,59.0,2824,114.312096
0.77,ideal,i,vvs2,62.1,57.0,2824,124.22732
0.74,good,e,vs1,63.1,58.0,2824,119.26994
0.82,ideal,f,si2,62.4,54.0,2824,134.41336
0.82,premium,e,si2,60.8,60.0,2824,133.88712
0.71,premium,g,vs1,62.2,59.0,2825,114.80857
0.83,premium,h,si1,60.0,59.0,2825,133.89377
0.73,very good,g,vs1,62.0,57.0,2825,119.393005
0.83,premium,h,si1,62.5,59.0,2825,133.96306
1.17,premium,j,i1,60.2,61.0,2825,194.6345
0.91,fair,h,si2,61.3,67.0,2825,147.16353
0.73,premium,e,vs1,62.6,60.0,2826,116.9228
0.7,good,e,vs1,57.2,59.0,2826,118.05394
0.9,premium,i,si2,62.2,59.0,2826,140.5624
0.7,premium,e,vs1,62.2,58.0,2826,110.936
0.7,very good,d,vs2,63.3,56.0,2826,110.61791
0.7,premium,e,vs1,59.4,61.0,2826,113.46603
0.9,very good,i,si2,63.5,56.0,2826,145.31339
0.78,premium,f,si1,60.8,60.0,2826,128.3717
0.96,ideal,f,i1,60.7,55.0,2826,158.427
0.7,very good,d,si1,62.3,59.0,2827,114.409256
0.72,good,d,vs2,64.0,54.0,2827,117.84864
0.79,premium,h,vvs2,62.6,58.0,2827,130.45845
0.7,ideal,h,vvs1,61.6,57.0,2827,114.96531
0.7,ideal,h,vvs1,62.3,55.0,2827,114.207466
0.7,ideal,d,si2,60.6,57.0,2828,115.58809
1.01,premium,h,si2,61.6,61.0,2828,157.65472
0.72,premium,f,vs1,62.2,58.0,2829,116.67899
0.8,good,e,si2,63.7,54.0,2829,130.09387
0.59,ideal,e,vvs1,62.0,56.0,2829,96.02655
0.72,ideal,f,vs1,61.7,57.0,2829,117.57528
0.75,premium,e,si2,61.9,57.0,2829,123.8822
0.8,premium,e,si2,60.2,57.0,2829,131.98863
0.71,very good,e,vs2,62.7,59.0,2830,114.64979
0.77,very good,h,si1,61.7,56.0,2830,124.5193
0.97,ideal,f,i1,60.7,56.0,2830,160.74356
0.53,ideal,f,vvs1,60.9,57.0,2830,88.256775
0.53,ideal,f,vvs1,61.8,57.0,2830,85.69728
0.8,ideal,i,vs2,62.1,54.4,2830,131.64822
0.9,premium,g,si1,60.6,62.0,2830,142.37172
0.76,very good,e,si2,60.8,60.0,2831,127.15213
0.72,ideal,e,si1,62.3,57.0,2831,117.21024
0.75,ideal,e,si1,61.4,57.0,2831,122.6466
0.72,premium,e,si1,62.1,58.0,2831,117.82714
0.79,ideal,g,si1,61.8,56.0,2831,128.26945
0.72,very good,f,vs2,62.5,58.0,2832,117.54035
0.91,very good,i,si2,62.8,61.0,2832,147.08708
0.71,premium,g,vvs2,62.1,57.0,2832,115.005745
0.81,premium,g,si1,63.0,60.0,2832,125.505295
0.82,ideal,h,si1,62.5,57.0,2832,130.89882
0.71,premium,f,vs1,62.2,58.0,2832,114.6082
0.9,good,j,si1,64.3,63.0,2832,141.07877
0.8,very good,i,vs2,62.0,58.0,2833,127.61323
0.56,very good,e,if,61.0,59.0,2833,91.352455
0.7,very good,d,vs2,59.6,61.0,2833,115.4577
0.7,ideal,d,vs2,61.0,57.0,2833,116.04903
0.61,ideal,f,vvs2,61.7,55.0,2833,100.648415
0.85,ideal,h,si2,62.5,57.0,2833,138.1265
0.7,ideal,f,si1,60.7,57.0,2833,114.98677
0.8,ideal,g,vs2,62.2,56.0,2834,127.96482
0.8,ideal,h,vs2,62.8,57.0,2834,128.3593
0.51,very good,d,vvs1,59.9,58.0,2834,83.01923
0.53,ideal,f,vvs1,61.4,57.0,2834,87.0272
0.78,ideal,i,vs2,61.8,55.0,2834,129.27208
0.9,very good,j,si1,63.4,54.0,2834,147.74683
0.9,fair,g,si2,65.3,59.0,2834,143.49481
0.77,ideal,e,si2,60.7,55.0,2834,129.80699
0.73,ideal,f,vs1,61.2,56.0,2835,122.51081
0.63,ideal,f,vvs2,61.9,57.0,2835,102.47498
0.7,ideal,e,vs2,61.5,54.0,2835,115.36799
0.72,ideal,e,vs2,62.8,57.0,2835,117.458694
0.72,ideal,e,si1,61.0,57.0,2835,118.33973
0.75,premium,f,vs2,59.6,59.0,2835,128.08304
0.82,very good,h,si1,60.7,56.0,2836,134.33081
0.71,good,e,vs2,62.8,60.0,2836,111.68919
0.7,premium,e,vs1,62.6,59.0,2837,114.32916
0.7,ideal,e,vs1,61.8,56.0,2837,115.291916
0.71,ideal,f,si1,59.8,53.0,2838,119.02715
0.76,very good,h,si1,60.9,55.0,2838,126.94493
0.82,fair,f,si1,64.9,58.0,2838,127.25899
0.72,premium,f,vs1,58.8,60.0,2838,120.79035
0.7,premium,f,vs2,62.3,58.0,2838,114.20323
0.7,premium,f,vs2,61.7,58.0,2838,111.80111
0.7,premium,g,vs1,62.6,55.0,2838,115.04923
0.7,premium,f,vs2,59.4,61.0,2838,116.45716
0.7,very good,e,si1,63.5,59.0,2838,106.25895
0.7,premium,f,vs2,60.9,61.0,2838,111.82236
0.7,premium,f,vs2,59.5,58.0,2838,116.04938
0.7,premium,g,vs1,63.0,60.0,2838,110.89425
0.74,very good,e,si1,60.0,57.0,2839,121.28687
0.71,ideal,f,vs1,61.5,57.0,2839,115.3694
0.7,ideal,f,vs1,61.6,54.0,2839,116.1017
0.71,ideal,f,vs1,62.1,55.0,2839,118.015625
0.71,premium,f,vs1,59.1,61.0,2839,116.72058
0.71,premium,f,vs1,59.0,60.0,2839,115.78308
0.71,premium,f,vs1,60.5,58.0,2839,114.128296
0.7,ideal,f,vs1,62.4,53.0,2839,116.80433
0.73,ideal,g,vs2,61.8,54.0,2839,121.18404
0.7,ideal,e,vs2,62.1,54.0,2839,115.21567
0.7,ideal,g,vs1,61.3,57.0,2839,115.04165
0.71,premium,g,vvs2,60.3,58.0,2839,117.73861
0.71,premium,f,vs1,59.2,58.0,2839,118.20536
0.79,premium,g,vs2,59.3,62.0,2839,131.39723
0.71,premium,f,vs1,62.7,59.0,2839,113.72069
0.77,very good,h,vs1,61.0,60.0,2840,124.332466
0.75,very good,f,si2,59.8,56.0,2840,121.90464
0.7,ideal,f,si1,61.0,56.0,2840,117.392006
0.71,premium,f,vs2,59.3,56.0,2840,118.74896
0.92,ideal,d,si2,61.9,56.0,2840,150.05363
0.83,premium,f,si2,61.4,59.0,2840,136.61029
0.7,premium,h,vvs1,59.2,60.0,2840,117.05367
0.73,premium,f,vs2,60.3,59.0,2841,122.94714
0.71,very good,d,vs1,63.4,55.0,2841,114.27682
0.73,very good,d,si1,63.9,57.0,2841,117.31652
0.82,ideal,f,si2,61.7,53.0,2841,137.33281
0.82,ideal,f,si2,62.3,56.0,2841,133.82942
0.82,very good,f,si2,59.7,57.0,2841,137.53108
0.52,ideal,f,vvs1,61.2,56.0,2841,85.986885
1.0,premium,f,i1,58.9,60.0,2841,167.3001
0.95,fair,g,si1,66.7,56.0,2841,150.80789
0.73,ideal,d,si1,61.4,57.0,2841,118.598404
0.73,premium,f,vs2,59.9,59.0,2841,118.54465
0.73,premium,g,vs1,61.4,58.0,2841,119.54979
0.8,ideal,i,vs1,62.6,54.0,2842,131.25351
0.7,premium,f,vs2,58.7,61.0,2842,112.13488
0.7,very good,e,vs2,60.2,62.0,2843,113.272125
0.7,very good,e,vs2,62.7,58.0,2843,113.72602
0.71,very good,e,vs2,59.4,58.0,2843,115.31982
0.81,very good,f,si2,63.2,58.0,2843,130.85213
0.71,very good,d,si1,61.5,58.0,2843,117.44552
0.73,ideal,g,vvs2,61.3,57.0,2843,121.13153
0.73,very good,f,vs1,61.8,59.0,2843,118.109055
0.72,ideal,e,vs2,62.0,57.0,2843,116.35266
0.81,ideal,f,si2,62.1,57.0,2843,129.40535
0.71,ideal,g,vvs2,60.7,57.0,2843,118.20795
0.73,very good,e,si1,57.7,61.0,2844,121.02138
0.7,very good,e,vs1,62.0,59.0,2844,112.642914
1.01,ideal,i,i1,61.5,57.0,2844,165.41798
1.01,good,i,i1,63.1,57.0,2844,163.11752
0.79,ideal,h,vs2,62.5,57.0,2844,129.67131
0.7,very good,e,vs2,61.8,59.0,2845,112.322
0.7,very good,e,vs2,58.9,60.0,2845,117.32292
0.8,good,h,vs2,63.4,60.0,2845,128.17038
1.27,premium,h,si2,59.3,61.0,2845,210.82318
0.79,ideal,d,si1,61.5,56.0,2846,128.56613
0.72,very good,f,vs1,60.2,59.0,2846,118.34761
0.73,ideal,h,vvs2,61.6,56.0,2846,121.0527
1.01,fair,h,si2,65.4,59.0,2846,162.0902
1.01,good,h,i1,64.2,61.0,2846,154.11375
0.73,ideal,e,si1,59.1,59.0,2846,123.63624
0.7,ideal,e,si1,61.6,57.0,2846,116.100296
0.7,good,f,vs2,59.1,61.0,2846,115.379715
0.77,premium,e,si1,62.9,59.0,2846,123.75779
0.77,premium,g,vs2,61.3,60.0,2846,123.27017
0.77,premium,g,vs1,61.4,58.0,2846,127.00136
0.84,very good,h,si1,61.2,57.0,2847,139.62167
0.72,ideal,e,si1,60.3,57.0,2847,120.05135
0.76,premium,d,si1,61.1,59.0,2847,125.87492
0.7,very good,g,vvs2,62.9,59.0,2848,113.12003
0.54,ideal,d,vvs2,61.5,55.0,2848,89.982895
0.75,fair,d,si2,64.6,57.0,2848,121.48135
0.79,good,e,si1,64.1,54.0,2849,128.334
0.74,very good,e,vs1,63.1,58.0,2849,119.26994
0.7,very good,e,vs2,61.0,60.0,2850,116.25049
0.7,ideal,f,vs2,60.8,59.0,2850,114.97839
0.75,ideal,j,si1,61.5,56.0,2850,123.199554
1.2,very good,h,i1,63.1,60.0,2850,190.44518
0.8,very good,f,si1,63.4,57.0,2851,127.17806
0.66,ideal,d,vs1,62.1,56.0,2851,106.45942
0.87,very good,f,si2,61.0,63.0,2851,141.58276
0.86,premium,h,si1,62.7,59.0,2851,136.16939
0.74,ideal,f,si1,61.0,57.0,2851,120.999054
0.58,very good,e,if,60.6,59.0,2852,95.35025
0.78,ideal,i,vs1,61.5,57.0,2852,126.35886
0.74,ideal,g,si1,61.3,55.0,2852,123.068794
0.73,ideal,e,si1,62.7,55.0,2852,118.81079
0.91,very good,i,si1,63.5,57.0,2852,143.7643
0.71,premium,f,vs2,62.6,58.0,2853,115.05564
0.71,good,g,vs1,63.5,55.0,2853,114.6014
0.79,ideal,d,si2,62.8,57.0,2853,127.36035
0.79,premium,d,si2,60.0,60.0,2853,132.86565
0.71,premium,e,si1,62.7,58.0,2853,115.781525
0.82,premium,i,vs1,61.9,58.0,2853,132.3131
0.78,very good,h,vs1,61.9,57.1,2854,127.830986
0.7,very good,e,vs1,62.4,56.0,2854,113.80392
1.12,premium,h,i1,59.1,61.0,2854,183.06001
0.73,premium,e,vs2,62.0,57.0,2854,121.51296
0.91,fair,j,vs2,64.4,62.0,2854,142.14761
0.91,fair,j,vs2,65.4,60.0,2854,142.7856
0.91,good,j,vs2,64.2,58.0,2854,146.10155
0.91,fair,h,si1,65.8,58.0,2854,143.74959
0.7,premium,e,vs1,58.4,59.0,2854,118.18168
0.68,premium,f,vvs2,61.7,57.0,2854,111.60601
0.73,very good,f,vs2,62.5,57.0,2855,117.33449
1.03,good,j,si1,63.6,57.0,2855,161.72472
0.74,premium,d,vs2,62.4,57.0,2855,119.8512
0.98,fair,e,si2,53.3,67.0,2855,165.94014
1.02,fair,i,si1,53.0,63.0,2856,169.4829
1.0,fair,g,si2,67.8,61.0,2856,141.35928
1.02,ideal,h,si2,61.6,55.0,2856,166.08818
0.6,ideal,f,vvs2,60.8,57.0,2856,99.153786
0.8,ideal,g,si2,61.6,56.0,2856,132.39609
0.97,ideal,f,i1,60.7,56.0,2856,160.74356
1.0,fair,i,si1,67.9,62.0,2856,154.90167
0.26,ideal,e,vs1,62.3,57.0,556,41.80572
0.26,ideal,e,vs1,62.1,56.0,556,42.96954
0.36,ideal,h,si1,61.9,55.0,556,59.36293
0.34,good,g,vs2,57.5,61.0,556,57.01976
0.34,good,e,si1,63.3,57.0,556,55.967976
0.34,good,e,si1,63.5,55.0,556,56.166443
0.34,good,e,si1,63.4,55.0,556,55.84277
0.34,very good,g,vs2,59.6,62.0,556,56.103504
0.34,ideal,e,si1,62.2,54.0,556,56.12085
0.32,good,e,vs2,64.1,54.0,556,52.91458
0.31,ideal,i,vvs1,61.6,55.0,557,51.91452
0.31,ideal,i,vvs1,61.3,56.0,557,51.17943
0.31,ideal,i,vvs1,62.3,54.0,557,52.492443
0.31,ideal,i,vvs1,62.0,54.0,557,52.300163
0.31,ideal,i,vvs1,62.7,53.0,557,51.23256
0.31,ideal,i,vvs1,62.2,53.0,557,51.943302
0.31,ideal,g,vs2,62.2,53.6,557,50.7384
0.31,ideal,h,vs1,61.6,54.8,557,51.13555
0.31,ideal,h,vs1,61.8,54.2,557,50.90045
0.33,premium,g,si2,59.4,59.0,557,54.5112
0.33,premium,f,si2,62.3,58.0,557,53.603
0.33,premium,g,si2,62.6,58.0,557,53.67648
0.33,ideal,g,si2,61.9,56.0,557,53.771126
0.33,premium,f,si2,63.0,58.0,557,54.06544
0.33,premium,j,vs1,62.8,58.0,557,53.311607
0.33,premium,j,vs1,61.5,61.0,557,53.255966
0.33,ideal,j,vs1,62.1,55.0,557,53.8461
0.33,ideal,i,si1,63.0,57.0,557,52.948666
0.33,good,i,si1,63.6,53.0,557,54.772522
0.33,premium,i,si1,60.4,59.0,557,55.773903
1.0,fair,h,si2,66.1,56.0,2856,149.77774
0.77,premium,f,si1,60.8,59.0,2856,124.194496
0.77,premium,f,si1,61.0,58.0,2856,126.51606
0.7,good,e,vvs2,60.1,63.0,2857,110.92018
0.9,very good,g,si2,63.1,58.0,2857,139.81812
0.72,ideal,e,si1,62.3,57.0,2857,117.21024
0.9,premium,i,vs2,61.9,59.0,2857,145.41974
0.72,premium,e,si1,62.1,58.0,2857,117.82714
0.7,ideal,g,vvs2,62.1,56.0,2858,113.1585
0.81,very good,f,si1,61.3,57.0,2858,134.7577
0.81,very good,f,si1,61.7,57.0,2858,135.03601
0.71,premium,e,vs2,61.0,60.0,2858,114.38267
0.7,premium,e,vs2,61.4,59.0,2858,114.64011
0.71,premium,e,vs2,61.5,60.0,2858,115.16314
0.71,very good,e,vs2,63.5,59.0,2858,113.6693
0.92,premium,j,si1,62.9,58.0,2858,149.91443
0.76,ideal,e,si1,62.7,54.0,2858,125.80907
0.73,ideal,d,si1,61.5,56.0,2858,121.261765
0.71,premium,d,vs2,60.4,62.0,2858,113.60148
0.7,good,e,vvs2,63.6,62.0,2858,111.44153
0.9,fair,g,si2,64.5,56.0,2858,141.4404
0.71,fair,d,vs2,56.9,65.0,2858,114.88798
0.7,ideal,d,vs2,61.0,57.0,2859,116.04903
0.7,premium,d,vs2,62.4,56.0,2859,114.93195
0.77,premium,f,vs1,60.9,60.0,2859,124.75537
0.71,ideal,g,vs1,61.5,56.0,2859,117.44729
0.7,premium,d,vs2,59.6,61.0,2859,115.4577
0.75,fair,f,vs1,55.8,70.0,2859,122.72933
0.83,premium,e,si2,59.2,60.0,2859,137.44786
0.71,very good,f,vs2,61.3,61.0,2860,113.91239
0.9,very good,j,si2,63.6,58.0,2860,143.2945
0.6,ideal,e,vvs2,61.9,54.9,2860,98.591835
0.71,premium,d,vs1,62.9,57.0,2860,112.203835
0.53,ideal,f,vvs1,61.4,57.0,2860,87.0272
0.71,premium,d,si1,60.7,58.0,2861,122.43195
0.62,ideal,g,vvs2,61.6,56.0,2861,100.648415
0.62,ideal,g,vvs2,61.6,56.0,2861,102.05843
0.9,premium,i,si1,63.0,58.0,2861,139.44943
0.62,fair,f,if,60.1,61.0,2861,102.38685
0.82,premium,e,si2,61.7,59.0,2861,132.97726
0.66,premium,d,vs1,61.0,58.0,2861,108.32593
0.7,very good,d,si1,62.5,55.0,2862,115.45934
0.8,very good,f,si1,62.6,58.0,2862,129.23361
0.8,very good,d,si2,62.5,59.0,2862,128.44743
0.79,premium,f,si1,62.3,54.0,2862,130.54599
0.71,very good,f,vvs1,63.2,60.0,2862,112.83954
0.7,ideal,h,vs2,61.1,57.0,2862,114.7139
0.7,very good,e,vs2,58.7,63.0,2862,109.22239
0.79,premium,h,vs1,60.0,60.0,2862,132.34785
0.7,premium,e,vs2,59.5,59.0,2862,115.855835
1.22,premium,e,i1,60.9,57.0,2862,200.72606
1.01,fair,e,si2,67.6,57.0,2862,158.60216
0.73,premium,e,vs2,62.5,61.0,2862,117.03113
0.91,good,i,vs2,64.3,58.0,2863,143.69356
0.71,ideal,d,si1,60.8,56.0,2863,117.800316
0.83,premium,g,si1,62.3,58.0,2863,133.83128
0.84,premium,f,si2,62.3,59.0,2863,136.94145
0.71,premium,d,si1,61.0,61.0,2863,118.13145
0.71,premium,d,si1,59.7,59.0,2863,117.13332
0.71,premium,d,si1,61.7,56.0,2863,116.62176
0.71,ideal,d,si1,61.7,57.0,2863,115.69574
0.71,premium,d,si1,61.4,58.0,2863,117.855446
0.71,premium,d,si1,60.6,58.0,2863,116.92905
0.91,premium,j,si1,59.5,62.0,2863,147.92447
0.9,premium,j,vs2,59.8,62.0,2863,144.15149
0.71,premium,h,vvs2,61.5,62.0,2863,114.437225
0.71,premium,e,si1,59.1,61.0,2863,116.519684
0.72,ideal,f,vs2,59.5,57.0,2863,121.214096
0.72,premium,e,si1,60.9,60.0,2863,116.45197
0.71,ideal,e,vs2,61.0,55.0,2863,117.1896
0.81,ideal,e,si2,60.3,57.0,2864,133.81923
0.83,very good,i,vs2,61.6,58.0,2865,136.97867
0.73,premium,d,si1,60.8,55.0,2865,121.07168
0.56,very good,d,vvs1,62.0,56.0,2866,90.987755
0.56,very good,d,vvs1,61.8,55.0,2866,91.5067
0.71,ideal,e,vs1,62.2,55.0,2866,116.476074
0.7,ideal,h,vvs1,62.3,58.0,2866,114.207466
0.96,premium,i,si1,61.3,58.0,2866,156.59973
0.71,very good,h,vvs1,62.9,57.0,2867,115.176414
0.7,ideal,d,vs2,62.4,57.0,2867,112.16409
0.71,ideal,h,vvs1,60.4,57.0,2867,117.53631
0.8,premium,h,vs2,61.2,53.0,2867,133.13873
0.95,premium,f,si2,58.4,57.0,2867,156.83539
0.82,ideal,f,si2,62.3,56.0,2867,132.58266
0.52,ideal,f,vvs1,61.2,56.0,2867,85.986885
0.82,ideal,f,si2,61.7,53.0,2867,137.33281
0.82,ideal,f,si2,62.3,56.0,2867,133.82942
0.82,premium,f,si2,59.7,57.0,2867,137.53108
0.8,ideal,g,si1,61.3,57.0,2867,128.2139
0.96,fair,f,si2,68.2,61.0,2867,146.33556
0.72,ideal,i,vs1,62.4,55.0,2868,117.74619
0.62,ideal,g,if,60.5,57.0,2868,102.81552
0.79,premium,e,si2,61.0,58.0,2868,127.29368
0.75,very good,e,si1,63.1,56.0,2868,119.26451
1.08,premium,d,i1,61.9,60.0,2869,171.04933
0.72,ideal,e,si1,60.8,55.0,2869,118.94971
0.62,ideal,g,if,61.8,56.0,2869,100.09607
0.73,ideal,g,vvs2,61.3,57.0,2869,121.13153
0.72,ideal,h,vvs2,60.9,57.0,2869,117.59721
0.52,premium,f,vvs2,61.8,60.0,2870,84.17715
0.83,ideal,e,si2,62.2,57.0,2870,136.12502
0.64,premium,e,vvs2,62.1,58.0,2870,105.38647
0.8,ideal,g,si1,62.5,57.0,2870,129.67021
0.74,ideal,h,si1,62.1,56.0,2870,121.10075
0.72,ideal,f,si1,61.5,56.0,2870,117.24054
0.82,ideal,h,vs2,59.5,57.0,2870,135.29301
0.73,premium,e,vs1,61.3,59.0,2870,119.21539
1.04,premium,i,i1,61.6,61.0,2870,166.09137
0.73,very good,e,si1,61.3,58.0,2871,119.21184
0.73,good,e,si1,63.6,57.0,2871,118.35251
0.9,premium,j,si1,62.8,59.0,2871,141.2021
0.75,ideal,i,si1,61.8,55.0,2871,123.12085
0.79,ideal,g,si1,62.6,55.0,2871,130.46028
0.7,good,d,si1,62.5,56.7,2872,110.269455
0.75,very good,d,si1,60.7,55.0,2872,124.40643
1.02,ideal,i,i1,61.7,56.0,2872,166.76443
0.7,very good,g,si2,59.0,62.0,2872,115.04846
0.7,ideal,d,si1,61.8,56.0,2872,113.23225
0.7,good,e,si1,61.4,64.0,2872,112.791916
0.7,ideal,d,si1,61.4,54.0,2872,115.570404
0.7,ideal,d,si1,60.7,56.0,2872,114.4572
0.7,very good,d,si1,60.2,60.0,2872,116.4582
0.72,very good,e,vs2,58.3,57.0,2872,120.703766
0.74,ideal,e,si1,62.3,58.0,2872,119.10615
0.84,good,g,si1,65.1,55.0,2872,135.4999
0.76,very good,f,vs2,62.0,58.0,2873,123.03657
0.77,very good,e,si1,63.2,58.0,2873,124.64897
0.76,ideal,e,si2,62.8,56.0,2873,122.44816
1.0,ideal,i,si2,61.7,56.0,2873,164.13765
1.0,fair,h,si1,65.5,62.0,2873,149.07921
0.9,fair,i,si1,65.7,58.0,2873,142.911
0.9,premium,j,si1,61.8,58.0,2873,143.49104
0.9,good,j,si1,64.0,61.0,2873,136.9608
0.9,fair,i,si1,65.3,61.0,2873,138.17747
0.9,fair,i,si1,65.8,56.0,2873,141.12924
0.9,premium,j,si1,60.9,61.0,2873,147.96135
0.78,premium,f,vs2,62.6,58.0,2874,126.23405
0.71,premium,d,vs2,61.2,59.0,2874,114.312096
0.7,premium,f,vs1,59.0,59.0,2874,113.9223
0.7,premium,f,vs1,60.8,62.0,2874,112.01993
0.7,premium,g,vvs2,61.8,58.0,2874,111.408134
0.7,ideal,f,vs1,61.0,55.0,2874,116.047966
0.7,ideal,f,vs1,61.6,55.0,2874,115.89873
0.7,ideal,f,vs1,62.4,56.0,2874,113.805695
0.7,premium,g,vvs2,62.9,59.0,2874,113.12003
1.0,fair,h,si2,67.7,60.0,2875,149.4396
0.77,ideal,h,si1,62.4,56.0,2875,126.10897
1.0,fair,j,vs1,65.5,55.0,2875,161.83125
1.0,fair,i,si1,66.3,61.0,2875,147.01624
1.0,fair,h,si2,69.5,55.0,2875,160.33363
0.73,premium,e,vs1,62.6,60.0,2876,116.9228
0.79,premium,e,vs2,60.6,53.0,2876,131.47389
0.72,very good,h,vs1,62.2,54.0,2877,118.03277
0.71,ideal,e,vs1,62.4,56.0,2877,117.00674
0.74,ideal,g,vs2,62.3,55.0,2877,122.40667
0.7,good,h,vvs1,62.7,56.0,2877,111.88688
0.7,good,f,vs1,59.1,62.0,2877,117.3219
0.79,very good,f,si1,62.8,59.0,2878,127.361824
0.79,very good,f,si1,62.7,60.0,2878,125.80687
0.79,very good,d,si2,59.7,58.0,2878,131.112
0.71,ideal,i,vs2,61.5,55.0,2878,118.18944
0.79,ideal,f,si1,62.8,56.0,2878,128.36041
0.73,very good,f,si1,61.4,56.0,2879,121.886826
0.63,premium,e,if,60.3,62.0,2879,102.50961
0.7,premium,f,vs1,60.4,60.0,2879,112.68045
0.71,premium,f,vs1,62.7,58.0,2879,115.58125
0.84,ideal,g,si2,61.0,56.0,2879,139.47589
0.84,ideal,g,si2,62.3,55.0,2879,138.21724
1.02,ideal,j,si2,60.3,54.0,2879,166.80885
0.72,fair,f,vs1,56.9,69.0,2879,113.939606
0.72,ideal,f,vs1,62.0,56.0,2879,117.49709
0.92,very good,j,si2,58.7,61.0,2880,152.87326
0.74,very good,d,si1,63.9,57.0,2880,120.168045
0.7,ideal,h,vvs1,62.0,55.0,2881,116.35266
0.71,very good,e,vs2,60.0,59.0,2881,119.1652
1.05,premium,h,i1,62.0,59.0,2881,169.0611
0.7,very good,h,if,62.8,56.0,2882,112.40562
0.54,ideal,f,vvs1,61.8,56.0,2882,89.13176
0.73,premium,f,vs2,59.9,58.0,2882,120.32561
0.88,fair,f,si1,56.6,65.0,2882,145.38527
0.73,premium,f,vs2,58.7,57.0,2882,123.34498
0.72,ideal,d,si1,61.8,56.0,2883,119.26478
0.9,good,h,si2,62.7,64.0,2883,138.4866
0.9,fair,h,si2,65.0,61.0,2883,139.33826
1.03,fair,i,si2,65.3,55.0,2884,162.8645
0.84,very good,f,si1,63.8,57.0,2885,136.01698
1.01,premium,i,si1,62.7,60.0,2885,157.91371
0.77,ideal,d,si2,61.5,55.0,2885,127.352684
0.8,fair,e,si1,56.3,63.0,2885,132.90398
0.9,fair,d,si2,66.9,57.0,2885,141.71683
0.73,ideal,e,si1,61.4,56.0,2886,119.75804
0.72,ideal,e,si1,62.7,55.0,2886,113.92517
0.71,very good,d,si1,62.4,54.0,2887,118.68864
0.7,premium,e,vs1,62.6,59.0,2887,114.32916
0.79,ideal,i,vs1,61.7,59.0,2888,129.70808
0.72,very good,g,vvs2,62.5,58.0,2889,115.662964
0.7,very good,e,vs2,63.5,54.0,2889,113.87693
0.7,very good,f,vs1,62.2,58.0,2889,114.8022
0.9,good,h,si2,63.5,58.0,2889,145.0833
0.71,very good,f,vs1,62.8,56.0,2889,116.51754
0.5,ideal,e,vvs2,62.2,54.0,2889,82.45043
0.5,ideal,e,vvs2,62.2,54.0,2889,82.451385
0.74,ideal,f,si1,61.2,56.0,2889,122.515114
0.77,premium,f,vs2,61.8,56.0,2889,128.26837
0.77,premium,e,si1,59.8,61.0,2889,127.23658
0.8,ideal,f,si1,61.5,54.0,2890,135.11821
0.8,ideal,f,si1,62.4,57.0,2890,127.10311
0.8,premium,f,si1,61.5,60.0,2890,129.79019
0.8,good,f,si1,63.8,59.0,2890,127.64843
0.66,ideal,g,vvs1,61.5,56.0,2890,107.685074
0.71,very good,e,vs2,61.2,58.0,2891,116.374374
0.71,ideal,f,vs2,61.2,56.0,2891,116.378586
0.71,ideal,e,vs2,61.6,56.0,2891,117.0409
0.71,ideal,e,vs2,62.7,56.0,2891,117.868675
0.72,ideal,d,si1,61.1,56.0,2891,118.87958
0.71,good,d,vs2,62.3,61.0,2891,116.273155
0.86,ideal,h,si2,61.8,55.0,2892,142.41606
1.19,fair,h,i1,65.1,59.0,2892,186.01869
0.71,very good,f,vs1,62.6,55.0,2893,115.054214
0.82,very good,g,si2,62.5,56.0,2893,136.0353
0.71,ideal,g,vvs2,61.5,57.0,2893,116.304665
0.75,ideal,f,vs2,62.5,57.0,2893,122.32156
0.7,very good,h,vvs1,59.2,60.0,2893,117.05367
0.8,ideal,g,si2,62.5,55.0,2893,128.66588
